playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
540,Pembele,DEF,Sunderland,SUN,3,3.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,465702,0,0,-1,1,0,0,2,Timothée,FALSE,has joined Le Havre AC on loan for the rest of the season.,2026-01-07T10:24:08.787432Z,39,465702.jpg,0.0,FALSE,Pembélé,0.3,FALSE,NA,u,17,56,47547,0,49617,0,0.0,0.0,,73,2023-09-01,2002-09-09,FALSE,p465702,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,563,204,548,203,517,199,566,204,0,0,0,0,0,0,781,224,425,159,574,204,345,123,0,0,0,0.00,0,0
541,Reinildo,DEF,Sunderland,SUN,3,3.8,74,0,2,3.2,4.0,4.0,2,1966,TRUE,FALSE,100,100,434399,0,0,-2,2,0,2,2,Reinildo,FALSE,,2026-02-20T16:00:09.473685Z,38,434399.jpg,3.0,FALSE,Mandava,3.0,FALSE,NA,a,17,56,677194,0,1104738,0,1.1,19.5,Reinildo Mandava,146,2025-07-08,1994-01-21,FALSE,p434399,6,27,0,0,0,7,1,0,6,281,376.4,130.2,39.0,54.7,125,90,39,164,23,0.13,0.62,0.75,26.72,NA,,NA,,NA,,,,195,81,272,76,359,121,287,91,0.01,0,0.03,0.04,1.22,1.24,809,241,63,24,188,73,109,39,1.05,0.27,7.51,0.13,0.01,2
542,Seelt,DEF,Sunderland,SUN,3,4,2,0,0,0.0,0.0,0.0,0,133,TRUE,FALSE,0,0,519634,0,0,0,0,0,0,2,Jenson,FALSE,has joined Wolfsburg on loan for the rest of the season.,2025-09-02T13:40:22.421351Z,40,519634.jpg,1.0,FALSE,Seelt,0.1,FALSE,NA,u,17,56,3016,0,25497,0,0.0,0.5,,152,2023-07-01,2003-05-23,FALSE,p519634,0,2,0,0,0,0,0,0,0,11,33.6,2.4,0.0,3.6,8,6,4,12,1,0.00,0.01,0.01,1.33,NA,,NA,,NA,,,,447,165,475,172,579,225,474,169,0,0,0.01,0.01,0.9,1.35,726,188,491,191,471,171,517,186,0.68,0,8.12,0.00,0,2
543,Adingra,MID,Sunderland,SUN,3,4.9,34,1,1,0.0,0.0,0.0,0,649,TRUE,FALSE,0,0,535818,0,0,-6,6,0,0,3,Simon,FALSE,has joined AS Monaco on loan for the rest of the season.,2026-02-02T23:16:50.111189Z,49,535818.jpg,2.4,FALSE,Adingra,0.3,FALSE,NA,u,17,56,90681,0,232205,0,0.0,6.9,,54,2025-07-10,2002-01-01,FALSE,p535818,4,8,0,0,0,2,0,0,3,81,81.4,116.8,75.0,27.0,13,21,11,45,9,0.35,0.62,0.97,11.30,NA,,NA,,NA,,,,405,178,282,168,316,165,379,178,0.05,0,0.09,0.14,1.57,1.11,334,206,750,316,294,121,307,106,1.25,0.55,6.24,0.35,0.05,2
544,Diarra,MID,Sunderland,SUN,3,5.3,65,2,6,1.5,1.3,1.3,0,1403,TRUE,FALSE,100,100,547027,0,0,-2,2,0,1,3,Habib,FALSE,,2025-12-20T23:30:08.955091Z,53,547027.jpg,3.2,FALSE,Diarra,0.1,FALSE,NA,a,17,56,32269,0,34239,0,0.2,12.3,,189,2025-07-01,2004-01-03,FALSE,p547027,5,19,0,0,0,6,0,0,3,209,166.2,153.8,234.0,53.9,17,48,14,79,15,3.27,0.85,4.12,21.52,NA,,NA,,1,,,,335,150,247,157,152,82,289,148,0.21,0,0.05,0.26,1.38,1.22,200,124,244,112,171,69,471,163,0.96,0.32,5.07,3.27,0.21,2
545,Roberts,MID,Sunderland,SUN,3,5.4,1,0,0,0.0,0.0,0.0,0,27,TRUE,FALSE,0,0,124165,0,0,-1,1,0,0,3,Patrick,FALSE,has joined Birmingham City permanently.,2025-09-02T13:33:32.438579Z,54,124165.jpg,1.0,FALSE,Roberts,0.0,FALSE,NA,u,17,56,462,0,4093,0,0.0,0.2,,241,2022-01-21,1997-02-05,FALSE,p124165,0,1,0,0,0,0,0,0,0,4,1.8,7.3,5.0,1.4,0,1,0,1,0,0.03,0.02,0.05,0.66,NA,,NA,,NA,,,,514,234,453,217,444,215,500,229,0.1,0,0.07,0.17,2.2,3.33,153,95,793,347,518,240,738,309,0,0,3.33,0.03,0.1,0
546,Aleksic,MID,Sunderland,SUN,3,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,100,100,626844,0,0,-1,1,0,0,3,Milan,FALSE,,2025-09-08T09:11:30.805435Z,49,626844.jpg,0.0,FALSE,Aleksić,0.0,FALSE,NA,a,17,56,639,0,3608,0,0.0,0.0,,190,2024-08-30,2005-08-30,FALSE,p626844,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,803,352,799,352,796,351,803,352,0,0,0,0,0,0,340,212,753,319,803,352,702,283,0,0,0,0.00,0,0
547,E.Le Fee,MID,Sunderland,SUN,3,4.8,147,5,6,5.5,7.0,7.0,5,2930,TRUE,FALSE,100,100,484420,0,0,-2,2,0,3,3,Enzo,FALSE,,2026-03-14T22:00:10.393282Z,48,484420.jpg,4.1,FALSE,Le Fée,1.6,FALSE,NA,a,17,56,549368,0,389625,0,1.5,30.6,,73,2025-07-01,2000-02-03,FALSE,p484420,10,43,0,0,1,5,0,0,16,621,725.8,816.4,324.0,186.9,77,153,89,319,33,5.22,5.95,11.17,46.50,3,,2,,2,,,,46,12,16,15,101,60,31,24,0.16,0,0.18,0.34,1.43,1.32,366,228,5,4,50,23,159,53,1.01,0.31,9.8,5.22,0.16,2
548,Mundle,MID,Sunderland,SUN,3,4.9,14,0,0,0.0,0.0,0.0,0,399,TRUE,FALSE,0,0,461199,0,0,-1,1,0,0,3,Romaine,FALSE,Hamstring injury - Expected back 01 Jun,2026-02-23T01:30:11.163434Z,49,461199.jpg,1.0,FALSE,Mundle,0.0,FALSE,NA,i,17,56,1207,0,1749,0,0.0,2.9,,241,2024-02-01,2003-04-24,FALSE,p461199,0,11,0,0,0,1,0,0,0,42,29.4,33.6,69.0,12.7,6,22,5,33,2,0.87,0.48,1.35,8.54,NA,,NA,,NA,,,https://www.safc.com/news/2026/february/26/le-bris-provides-squad-fitness-update-ahead-of-bournemouth-fixture/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,452,200,390,197,327,168,421,190,0.2,0,0.11,0.31,1.93,2.48,324,200,745,313,509,232,759,322,0.45,0,7.44,0.87,0.2,2
549,Neil,MID,Sunderland,SUN,3,4.8,3,0,0,0.0,0.0,0.0,0,13,TRUE,FALSE,0,0,223336,0,0,-2,2,0,0,3,Dan,FALSE,has joined Ipswich Town on loan for the rest of the season.,2026-01-27T16:48:20.506094Z,48,223336.jpg,1.0,FALSE,Neil,0.0,FALSE,NA,u,17,56,1972,0,4761,0,0.0,0.6,,241,2018-11-01,2001-12-13,FALSE,p223336,0,0,0,0,0,0,0,0,0,10,3.0,1.4,0.0,0.4,2,0,0,2,0,0.00,0.00,0.00,0.64,NA,,NA,,NA,,,,506,231,487,235,778,339,517,235,0,0,0,0,4.43,0,356,221,721,297,505,230,661,262,0,0,13.85,0.00,0,0
550,Poveda,MID,Sunderland,SUN,3,4.7,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,215460,0,0,-3,3,0,0,3,Ian,FALSE,,NA,47,215460.jpg,0.0,FALSE,Poveda-Ocampo,0.0,FALSE,NA,a,17,56,1296,0,2954,0,0.0,0.0,,48,2024-07-24,2000-02-09,FALSE,p215460,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,785,339,781,339,772,337,785,339,0,0,0,0,0,0,384,239,712,291,785,339,666,265,0,0,0,0.00,0,0
551,Rigg,MID,Sunderland,SUN,3,4.7,36,1,1,1.2,1.7,1.7,1,758,TRUE,FALSE,NA,NA,554197,0,0,-3,3,0,0,3,Chris,FALSE,,NA,47,554197.jpg,2.0,FALSE,Rigg,0.1,FALSE,NA,a,17,56,11031,0,12270,0,0.4,7.7,,241,2022-12-31,2007-06-18,FALSE,p554197,3,11,0,0,0,1,0,0,1,136,114.6,142.8,103.0,36.0,15,29,13,57,11,0.86,0.93,1.79,12.46,NA,,NA,,NA,,,,382,171,257,161,283,151,348,166,0.1,0,0.11,0.21,1.48,1.31,392,244,207,95,350,149,556,207,1.31,0.36,6.77,0.86,0.1,2
552,Sadiki,MID,Sunderland,SUN,3,4.9,80,0,2,2.8,2.7,2.7,1,2891,TRUE,FALSE,100,100,577669,0,0,-1,1,0,0,3,Noah,FALSE,,2025-12-13T14:30:11.905086Z,49,577669.jpg,2.4,FALSE,Sadiki,0.1,FALSE,NA,a,17,56,13752,0,14212,0,0.6,16.3,,50,2025-07-04,2004-12-17,FALSE,p577669,9,42,0,0,0,9,0,0,0,410,347.6,333.3,162.0,84.6,89,113,46,248,33,1.43,1.46,2.89,41.39,NA,,NA,,NA,,,,213,85,122,85,225,122,189,91,0.04,0,0.05,0.09,1.29,1.31,337,209,140,61,295,122,555,206,1.03,0.28,7.72,1.43,0.04,2
553,Talbi,MID,Sunderland,SUN,3,4.9,83,4,2,0.0,0.0,1.3,0,1553,TRUE,FALSE,0,0,549912,0,0,-1,1,0,0,3,Chemsdine,FALSE,Muscle injury - Expected back 01 Jun,2026-05-22T18:00:09.668006Z,49,549912.jpg,3.0,FALSE,Talbi,0.2,FALSE,NA,i,17,56,64558,0,75082,0,0.3,16.9,,145,2025-07-09,2005-05-09,FALSE,p549912,7,14,0,0,0,0,0,0,6,248,238.8,211.5,245.0,69.1,20,61,11,92,16,2.13,1.18,3.30,22.26,NA,,NA,,NA,,,https://www.safc.com/news/2026/may/22/le-bris-delivers-injury-update-on-alderete-and-talbi/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,284,119,194,128,141,77,240,116,0.12,0,0.07,0.19,1.29,0.81,335,207,237,108,198,77,416,143,0.93,0.41,5.33,2.13,0.12,2
554,Ba,MID,Sunderland,SUN,3,4.3,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,477851,0,0,-2,2,0,0,3,Abdoullah,FALSE,,NA,43,477851.jpg,0.0,FALSE,Ba,0.3,FALSE,NA,a,17,56,83617,0,84034,0,0.0,0.0,,73,2022-08-31,2003-07-31,FALSE,p477851,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,658,242,653,246,629,234,661,244,0,0,0,0,0,0,600,356,550,178,669,251,325,110,0,0,0,0.00,0,0
555,Browne,MID,Sunderland,SUN,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,171422,0,0,0,0,0,0,3,Alan,FALSE,has joined Middlesbrough on loan for the rest of the season.,2025-09-02T13:31:41.354124Z,45,171422.jpg,0.0,FALSE,Browne,0.0,FALSE,NA,u,17,56,1291,0,9904,0,0.0,0.0,,104,2024-07-11,1995-04-15,FALSE,p171422,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,702,271,697,273,678,266,704,273,0,0,0,0,0,0,417,252,614,216,708,276,655,257,0,0,0,0.00,0,0
556,Ekwah,MID,Sunderland,SUN,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,458297,0,0,0,0,0,0,3,Pierre,FALSE,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,45,458297.jpg,0.0,FALSE,Ekwah Elimby,0.0,FALSE,NA,u,17,56,0,0,1815,0,0.0,0.0,,73,2023-01-23,2002-01-15,FALSE,p458297,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,713,278,709,280,692,274,715,280,0,0,0,0,0,0,438,260,627,224,719,283,789,341,0,0,0,0.00,0,0
557,H.Jones,MID,Sunderland,SUN,3,4.3,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,547410,0,0,-2,2,0,0,3,Harrison,FALSE,,NA,43,547410.jpg,0.0,FALSE,Jones,0.1,FALSE,NA,a,17,56,9964,0,11755,0,0.0,0.0,Harrison Jones,241,2024-01-01,2004-12-25,FALSE,p547410,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,662,245,658,249,636,239,665,247,0,0,0,0,0,0,617,365,561,186,673,254,542,199,0,0,0,0.00,0,0
558,Matete,MID,Sunderland,SUN,3,4.3,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,493837,0,0,-2,2,0,0,3,Jay,FALSE,has joined MK Dons permanently.,2026-01-15T12:51:24.526300Z,43,493837.jpg,0.0,FALSE,Matete,0.2,FALSE,NA,u,17,56,30710,0,46727,0,0.0,0.0,,241,2022-01-31,2001-02-11,FALSE,p493837,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,659,243,654,247,630,235,662,245,0,0,0,0,0,0,608,360,554,181,670,252,415,142,0,0,0,0.00,0,0
559,Triantis,MID,Sunderland,SUN,3,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,500696,0,0,-1,1,0,0,3,Nectarios,FALSE,has joined Minnesota United permanently.,2025-09-22T21:19:57.157510Z,44,500696.jpg,0.0,FALSE,Triantis,0.0,FALSE,NA,u,17,56,2951,0,8714,0,0.0,0.0,,13,2023-07-01,2003-05-11,FALSE,p500696,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,682,259,678,262,657,253,684,261,0,0,0,0,0,0,558,335,588,201,690,266,654,256,0,0,0,0.00,0,0
560,Isidor,FWD,Sunderland,SUN,3,5,74,6,1,1.8,2.0,2.0,1,1148,TRUE,FALSE,100,100,437505,0,0,-5,5,0,1,4,Wilson,FALSE,,2026-01-04T21:30:13.190592Z,50,437505.jpg,2.3,FALSE,Isidor,1.3,FALSE,NA,a,17,56,997059,0,911419,0,0.4,14.8,,92,2025-02-01,2000-08-27,FALSE,p437505,4,17,0,0,0,1,0,0,7,266,242.0,30.4,444.0,71.5,17,23,11,51,11,4.70,0.38,5.08,19.82,NA,,NA,,NA,,,,280,29,397,52,62,25,231,28,0.37,0,0.03,0.4,1.55,1.33,260,55,173,18,308,33,177,27,0.86,0.31,4,4.70,0.37,2
561,Mayenda,FWD,Sunderland,SUN,3,5.1,40,2,0,0.2,0.3,0.3,0,751,TRUE,FALSE,NA,NA,564406,0,0,-4,4,0,0,4,Eliezer,FALSE,,NA,51,564406.jpg,2.0,FALSE,Mayenda Dossou,0.5,FALSE,NA,a,17,56,273869,0,313817,0,0.1,7.8,,200,2023-07-28,2005-05-08,FALSE,p564406,3,9,0,0,0,0,0,0,5,124,117.6,53.8,188.0,35.5,7,14,5,26,8,2.13,0.22,2.35,12.94,NA,,NA,,NA,,,,379,42,364,46,197,44,351,46,0.26,0,0.03,0.29,1.55,1.08,239,52,365,47,355,38,271,42,0.96,0.36,3.12,2.13,0.26,2
562,Abdullahi,FWD,Sunderland,SUN,3,4.2,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,611975,0,0,-3,3,0,0,4,Ahmed,FALSE,,NA,42,611975.jpg,0.0,FALSE,Abdullahi,0.4,FALSE,NA,a,17,56,72746,0,99514,0,0.0,0.0,,157,2024-08-31,2004-06-19,FALSE,p611975,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,655,67,649,66,625,66,658,68,0,0,0,0,0,0,658,93,539,54,665,69,288,45,0,0,0,0.00,0,0
563,Luis Hemir,FWD,Sunderland,SUN,3,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,551153,0,0,-1,1,0,0,4,Luís Hemir,FALSE,has joined Moreirense on loan for the rest of the season.,2025-09-22T21:17:57.534387Z,44,551153.jpg,0.0,FALSE,Silva Semedo,0.1,FALSE,NA,u,17,56,5979,0,20562,0,0.0,0.0,,173,2023-07-01,2003-08-11,FALSE,p551153,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,689,74,684,73,665,72,691,74,0,0,0,0,0,0,569,82,597,62,696,75,525,71,0,0,0,0.00,0,0
564,Rusyn,FWD,Sunderland,SUN,3,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,440955,0,0,-1,1,0,0,4,Nazarii,FALSE,has joined Arka on loan for the rest of the season.,2025-09-05T08:56:38.449926Z,44,440955.jpg,0.0,FALSE,Rusyn,0.1,FALSE,NA,u,17,56,3530,0,20315,0,0.0,0.0,,225,2023-09-01,1998-10-25,FALSE,p440955,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,677,71,673,70,652,69,679,71,0,0,0,0,0,0,549,79,583,59,686,72,526,72,0,0,0,0.00,0,0
668,Xhaka,MID,Sunderland,SUN,3,5.1,124,1,6,4.2,2.7,2.7,1,2901,TRUE,FALSE,100,100,84450,0,0,1,-1,0,0,3,Granit,FALSE,,2026-01-24T19:00:09.277794Z,51,84450.jpg,3.6,FALSE,Xhaka,3.2,FALSE,NA,a,17,56,1416818,0,1412158,0,0.5,24.3,,207,2025-07-30,1992-09-27,FALSE,p84450,9,39,0,0,0,8,0,0,8,603,685.0,595.3,101.0,138.1,134,178,50,362,32,1.01,3.73,4.74,45.68,1,,1,,NA,,,,56,15,40,37,286,152,75,47,0.03,0,0.12,0.15,1.42,1.21,221,136,142,62,103,46,103,34,0.99,0.28,11.23,1.01,0.03,2
670,Roefs,GKP,Sunderland,SUN,3,4.8,136,0,0,3.0,3.7,3.7,2,3150,TRUE,FALSE,100,100,498016,0,0,3,-3,0,4,1,Robin,FALSE,,2026-03-04T10:30:08.443155Z,48,498016.jpg,3.9,FALSE,Roefs,8.0,FALSE,NA,a,17,56,2399656,0,1576736,0,0.8,28.3,,152,2025-08-01,2003-01-17,FALSE,p498016,10,46,0,1,0,4,0,109,12,573,881.6,50.0,0.0,93.1,37,333,0,0,35,0.00,0.10,0.10,50.05,NA,,NA,,NA,,,,17,5,368,2,780,90,170,4,0,3.11,0,0,1.43,1.31,371,15,85,8,72,7,54,9,1,0.29,0,0.00,0,0
678,Masuaku,DEF,Sunderland,SUN,3,3.9,1,0,0,0.0,0.0,0.0,0,125,TRUE,FALSE,0,0,105717,0,0,-1,1,0,0,2,Arthur,FALSE,has joined RC Lens on loan for the rest of the season.,2026-01-15T20:00:09.716289Z,39,105717.jpg,0.3,FALSE,Masuaku,0.5,FALSE,NA,u,17,56,52353,0,85621,0,0.0,0.3,,50,2025-08-10,1993-11-07,FALSE,p105717,0,2,0,0,0,1,0,0,0,4,21.8,20.1,7.0,4.9,6,3,4,10,2,0.07,0.08,0.15,2.09,NA,,NA,,NA,,,,461,168,413,150,434,164,463,166,0.05,0,0.06,0.11,1.5,1.44,765,217,413,156,535,182,282,106,1.44,0,7.2,0.07,0.05,2
683,Alderete,DEF,Sunderland,SUN,3,4.1,125,1,1,1.6,1.5,3.0,0,2797,TRUE,FALSE,50,50,201895,0,0,1,-1,0,1,2,Omar,FALSE,Knock - 50% chance of playing,2026-05-17T22:00:09.922866Z,41,201895.jpg,3.8,FALSE,Alderete,4.9,FALSE,NA,d,17,56,1741826,0,1278931,0,0.7,30.5,,168,2025-08-12,1996-12-26,FALSE,p201895,10,40,0,0,0,6,0,0,5,400,749.0,138.1,279.0,117.0,280,103,32,312,32,1.62,0.91,2.52,44.52,NA,,NA,,NA,,,https://www.safc.com/news/2026/may/22/le-bris-delivers-injury-update-on-alderete-and-talbi/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,40,16,260,68,128,22,107,30,0.05,0,0.03,0.08,1.43,1.29,661,153,112,34,77,27,78,24,1.03,0.32,10.04,1.62,0.05,2
694,Mukiele,DEF,Sunderland,SUN,3,4.6,151,3,5,4.8,4.0,4.0,4,2784,TRUE,FALSE,100,100,200834,0,0,6,-6,0,5,2,Nordi,FALSE,,2026-02-22T23:00:10.030803Z,46,200834.jpg,4.7,FALSE,Mukiele,8.7,FALSE,NA,a,17,56,2943090,0,1921353,0,0.9,32.8,,73,2025-08-17,1997-11-01,FALSE,p200834,9,40,1,0,0,5,0,0,11,489,733.6,353.1,242.0,132.9,204,131,69,273,32,1.62,2.65,4.27,44.71,NA,,NA,,NA,,,,43,18,112,29,148,30,82,17,0.05,0,0.09,0.14,1.45,1.29,398,68,65,25,18,4,50,15,1.03,0.29,8.83,1.62,0.05,2
724,Geertruida,DEF,Sunderland,SUN,3,4.5,55,0,0,2.0,3.0,3.0,1,1681,TRUE,FALSE,NA,NA,247955,0,0,0,0,0,0,2,Lutsharel,FALSE,,NA,45,247955.jpg,2.0,FALSE,Geertruida,0.1,FALSE,NA,a,17,56,11678,0,8582,0,0.7,12.2,,152,2025-09-01,2000-07-18,FALSE,p247955,3,23,0,0,0,2,0,0,0,231,274.6,135.7,102.0,51.2,76,73,37,113,17,0.79,0.85,1.64,30.92,NA,,NA,,NA,,,,264,105,263,70,284,82,299,95,0.04,0,0.05,0.09,1.66,1.23,429,87,118,39,349,130,576,205,0.91,0.16,6.05,0.79,0.04,2
730,Brobbey,FWD,Sunderland,SUN,3,5.3,92,7,2,3.0,4.7,4.7,5,1920,TRUE,FALSE,100,100,441264,0,0,-2,2,0,1,4,Brian,FALSE,,2026-02-23T01:30:11.824581Z,53,441264.jpg,3.0,FALSE,Brobbey,0.9,FALSE,NA,a,17,56,473226,0,366108,0,0.9,17.4,,152,2025-09-01,2002-02-01,FALSE,p441264,6,30,0,0,0,6,0,0,12,309,333.4,200.5,552.0,106.7,21,44,9,74,22,6.02,0.67,6.69,31.40,NA,,NA,,NA,,,,223,21,206,20,45,20,130,21,0.28,0,0.03,0.31,1.47,1.41,191,44,48,9,200,21,205,30,1.03,0.28,3.47,6.02,0.28,2
735,Traore,MID,Sunderland,SUN,3,5.5,30,1,1,0.0,0.0,0.0,0,634,TRUE,FALSE,100,100,110504,0,0,0,0,0,0,3,Bertrand,FALSE,,2026-03-04T10:30:08.528765Z,55,110504.jpg,2.5,FALSE,Traoré,0.0,FALSE,NA,a,17,56,14213,0,13480,0,0.0,5.5,Bertrand Traoré,35,2025-09-01,1995-09-06,FALSE,p110504,3,9,0,0,0,1,0,0,1,118,115.6,108.4,135.0,35.9,11,18,11,40,9,0.48,0.25,0.73,9.74,NA,,NA,,NA,,,,380,169,292,169,245,136,349,167,0.07,0,0.04,0.11,1.38,1.28,134,83,806,357,276,112,648,252,1.28,0.43,5.68,0.48,0.07,2
774,Jenson Jones,DEF,Sunderland,SUN,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,232356,0,0,0,0,0,0,2,Jenson,FALSE,,NA,40,232356.jpg,0.0,FALSE,Jones,0.0,FALSE,NA,a,17,56,2276,0,1559,0,0.0,0.0,Jenson Jones,241,2025-08-24,2006-06-26,FALSE,p232356,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,589,217,580,216,549,212,592,217,0,0,0,0,0,0,690,170,458,176,600,217,674,237,0,0,0,0.00,0,0
775,Tutierov,MID,Sunderland,SUN,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,604211,0,0,0,0,0,0,3,Tymur,FALSE,has joined Exeter City on loan for the rest of the season.,2026-01-16T15:18:30.390103Z,45,604211.jpg,0.0,FALSE,Tutierov,0.0,FALSE,NA,u,17,56,160,0,145,0,0.0,0.0,,225,2024-08-30,2005-06-11,FALSE,p604211,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,762,321,755,320,742,317,762,321,0,0,0,0,0,0,500,309,681,270,763,322,835,374,0,0,0,0.00,0,0
800,Jocelin.T,MID,Sunderland,SUN,3,4.9,1,0,0,0.0,0.0,0.0,0,38,TRUE,FALSE,100,100,699989,0,0,-1,1,0,0,3,Djiamgone Jocelin Ta,FALSE,,2026-02-22T23:00:10.207310Z,49,699989.jpg,1.0,FALSE,Bi,0.0,FALSE,NA,a,17,56,216,0,164,0,0.0,0.2,,54,2026-01-16,2005-02-09,FALSE,p699989,0,0,0,0,0,0,0,0,0,4,3.4,4.3,2.0,1.0,0,2,1,3,1,0.00,0.04,0.04,0.24,NA,,NA,,NA,,,,501,227,465,223,468,231,504,230,0,0,0.09,0.09,0.57,0,343,214,756,321,511,234,825,365,2.37,0,7.11,0.00,0,0
812,Ellborg,GKP,Sunderland,SUN,3,4,16,0,0,0.0,0.0,0.0,0,270,TRUE,FALSE,NA,NA,515046,0,0,0,0,0,1,1,Melker,FALSE,,NA,40,515046.jpg,5.3,FALSE,Ellborg,0.1,FALSE,NA,a,17,56,27780,0,18770,0,0.0,4.0,,206,2026-02-01,2003-05-22,FALSE,p515046,1,2,0,0,0,0,0,10,3,62,73.6,0.0,0.0,7.4,6,33,0,0,3,0.00,0.02,0.02,4.10,NA,,NA,,NA,,,,409,33,605,73,574,58,451,33,0,3.33,0.01,0.01,1.37,0.67,719,62,486,76,6,2,522,75,1,0.33,0,0.00,0,0
